epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.4925,1.72151,5.75186,0.00474,0.00333,1,0.199,0.1791,0.41845,6.64844,0.00375,0,0,0
